-8.990528090000000248e+02,0.000000000000000000e+00
2.500300000000000092e-02,9.999310119665676209e-04
2.500300000000000092e-02,1.999862023933135242e-03
2.500300000000000092e-02,2.999793035899702646e-03
2.500300000000000092e-02,3.999724047866270484e-03
2.500300000000000092e-02,4.999655059832837888e-03
2.500300000000000092e-02,5.999586071799405292e-03
2.500300000000000092e-02,6.999517083765973563e-03
2.500300000000000092e-02,7.999448095732540967e-03
2.500300000000000092e-02,8.999379107699108371e-03
2.500300000000000092e-02,9.999310119665675775e-03
2.500399999999999845e-02,1.099924113163224318e-02
2.500399999999999845e-02,1.199917214359881058e-02
2.500399999999999845e-02,1.299910315556537972e-02
2.500399999999999845e-02,1.399903416753194713e-02
2.500399999999999845e-02,1.499896517949851453e-02
2.500399999999999845e-02,1.599889619146508193e-02
2.501300000000000051e-02,1.699882720343164760e-02
2.501300000000000051e-02,1.799875821539821674e-02
2.501300000000000051e-02,1.899868922736478588e-02
2.501300000000000051e-02,1.999862023933135155e-02
2.501300000000000051e-02,2.099855125129792069e-02
2.501300000000000051e-02,2.199848226326448636e-02
2.501300000000000051e-02,2.299841327523105550e-02
2.501300000000000051e-02,2.399834428719762117e-02
2.501300000000000051e-02,2.499827529916419031e-02
2.501300000000000051e-02,2.599820631113075944e-02
2.501300000000000051e-02,2.699813732309732511e-02
2.501400000000000151e-02,2.799806833506389425e-02
2.501400000000000151e-02,2.899799934703045992e-02
2.501400000000000151e-02,2.999793035899702906e-02
2.501400000000000151e-02,3.099786137096359473e-02
2.501400000000000151e-02,3.199779238293016387e-02
2.501400000000000151e-02,3.299772339489673301e-02
2.501400000000000151e-02,3.399765440686329521e-02
2.501400000000000151e-02,3.499758541882986435e-02
2.502300000000000010e-02,3.599751643079643348e-02
2.502300000000000010e-02,3.699744744276300262e-02
2.502300000000000010e-02,3.799737845472957176e-02
2.502300000000000010e-02,3.899730946669613396e-02
2.502300000000000010e-02,3.999724047866270310e-02
2.502300000000000010e-02,4.099717149062927224e-02
2.502300000000000010e-02,4.199710250259584138e-02
2.502300000000000010e-02,4.299703351456241052e-02
2.502300000000000010e-02,4.399696452652897272e-02
2.502300000000000010e-02,4.499689553849554186e-02
2.502300000000000010e-02,4.599682655046211099e-02
2.502300000000000010e-02,4.699675756242868013e-02
2.502300000000000010e-02,4.799668857439524233e-02
2.502300000000000010e-02,4.899661958636181147e-02
2.502300000000000010e-02,4.999655059832838061e-02
2.502300000000000010e-02,5.099648161029494975e-02
2.502300000000000010e-02,5.199641262226151889e-02
2.502300000000000010e-02,5.299634363422808109e-02
2.502300000000000010e-02,5.399627464619465023e-02
2.502300000000000010e-02,5.499620565816121937e-02
2.502300000000000010e-02,5.599613667012778850e-02
2.502400000000000110e-02,5.699606768209435070e-02
2.502400000000000110e-02,5.799599869406091984e-02
2.502400000000000110e-02,5.899592970602748898e-02
2.502400000000000110e-02,5.999586071799405812e-02
2.502400000000000110e-02,6.099579172996062726e-02
2.502400000000000110e-02,6.199572274192718946e-02
2.502400000000000110e-02,6.299565375389376554e-02
2.502400000000000110e-02,6.399558476586032774e-02
2.502400000000000110e-02,6.499551577782688994e-02
2.502400000000000110e-02,6.599544678979346601e-02
2.502400000000000110e-02,6.699537780176002821e-02
2.502400000000000110e-02,6.799530881372659041e-02
2.502400000000000110e-02,6.899523982569316649e-02
2.502400000000000110e-02,6.999517083765972869e-02
2.502400000000000110e-02,7.099510184962630477e-02
2.502400000000000110e-02,7.199503286159286697e-02
2.503299999999999970e-02,7.299496387355942917e-02
2.503299999999999970e-02,7.399489488552600525e-02
2.503299999999999970e-02,7.499482589749256745e-02
2.503299999999999970e-02,7.599475690945914352e-02
2.503299999999999970e-02,7.699468792142570572e-02
2.503299999999999970e-02,7.799461893339226792e-02
2.503299999999999970e-02,7.899454994535884400e-02
2.503299999999999970e-02,7.999448095732540620e-02
2.503299999999999970e-02,8.099441196929198228e-02
2.503299999999999970e-02,8.199434298125854448e-02
2.503299999999999970e-02,8.299427399322510668e-02
2.503400000000000070e-02,8.399420500519168276e-02
2.503400000000000070e-02,8.499413601715824496e-02
2.503400000000000070e-02,8.599406702912482103e-02
2.503400000000000070e-02,8.699399804109138323e-02
2.503400000000000070e-02,8.799392905305794543e-02
2.503400000000000070e-02,8.899386006502452151e-02
2.503400000000000070e-02,8.999379107699108371e-02
2.503400000000000070e-02,9.099372208895764591e-02
2.503400000000000070e-02,9.199365310092422199e-02
2.504299999999999929e-02,9.299358411289078419e-02
2.504299999999999929e-02,9.399351512485736027e-02
2.504299999999999929e-02,9.499344613682392247e-02
2.504299999999999929e-02,9.599337714879048467e-02
2.504299999999999929e-02,9.699330816075706074e-02
2.504299999999999929e-02,9.799323917272362294e-02
2.504299999999999929e-02,9.899317018469019902e-02
2.504299999999999929e-02,9.999310119665676122e-02
2.504299999999999929e-02,1.009930322086233234e-01
2.504400000000000029e-02,1.019929632205898995e-01
2.504400000000000029e-02,1.029928942325564617e-01
2.504400000000000029e-02,1.039928252445230378e-01
2.504400000000000029e-02,1.049927562564896000e-01
2.504400000000000029e-02,1.059926872684561622e-01
2.504400000000000029e-02,1.069926182804227383e-01
2.504400000000000029e-02,1.079925492923893005e-01
2.505299999999999888e-02,1.089924803043558627e-01
2.505299999999999888e-02,1.099924113163224387e-01
2.505299999999999888e-02,1.109923423282890009e-01
2.505299999999999888e-02,1.119922733402555770e-01
2.505299999999999888e-02,1.129922043522221392e-01
2.505299999999999888e-02,1.139921353641887014e-01
2.505299999999999888e-02,1.149920663761552775e-01
2.505299999999999888e-02,1.159919973881218397e-01
2.505299999999999888e-02,1.169919284000884158e-01
2.505299999999999888e-02,1.179918594120549780e-01
2.505299999999999888e-02,1.189917904240215402e-01
2.505399999999999988e-02,1.199917214359881162e-01
2.505399999999999988e-02,1.209916524479546784e-01
2.505399999999999988e-02,1.219915834599212545e-01
2.505399999999999988e-02,1.229915144718878167e-01
2.505399999999999988e-02,1.239914454838543789e-01
2.505399999999999988e-02,1.249913764958209550e-01
2.505399999999999988e-02,1.259913075077875311e-01
2.505399999999999988e-02,1.269912385197540794e-01
2.505399999999999988e-02,1.279911695317206555e-01
2.505399999999999988e-02,1.289911005436872315e-01
2.505399999999999988e-02,1.299910315556537799e-01
2.506299999999999847e-02,1.309909625676203559e-01
2.506299999999999847e-02,1.319908935795869320e-01
2.506299999999999847e-02,1.329908245915534803e-01
2.506299999999999847e-02,1.339907556035200564e-01
2.506299999999999847e-02,1.349906866154866325e-01
2.506299999999999847e-02,1.359906176274531808e-01
2.506299999999999847e-02,1.369905486394197569e-01
2.506299999999999847e-02,1.379904796513863330e-01
2.506299999999999847e-02,1.389904106633529091e-01
2.506299999999999847e-02,1.399903416753194574e-01
2.506299999999999847e-02,1.409902726872860335e-01
2.506299999999999847e-02,1.419902036992526095e-01
2.506299999999999847e-02,1.429901347112191579e-01
2.506299999999999847e-02,1.439900657231857339e-01
2.506299999999999847e-02,1.449899967351523100e-01
2.506299999999999847e-02,1.459899277471188583e-01
2.506299999999999847e-02,1.469898587590854344e-01
2.506299999999999847e-02,1.479897897710520105e-01
2.506399999999999947e-02,1.489897207830185866e-01
2.506399999999999947e-02,1.499896517949851349e-01
2.506399999999999947e-02,1.509895828069517110e-01
2.506399999999999947e-02,1.519895138189182870e-01
2.506399999999999947e-02,1.529894448308848354e-01
2.506399999999999947e-02,1.539893758428514114e-01
2.506399999999999947e-02,1.549893068548179875e-01
2.506399999999999947e-02,1.559892378667845358e-01
2.506399999999999947e-02,1.569891688787511119e-01
2.506399999999999947e-02,1.579890998907176880e-01
2.506399999999999947e-02,1.589890309026842363e-01
2.506399999999999947e-02,1.599889619146508124e-01
2.506399999999999947e-02,1.609888929266173885e-01
2.506399999999999947e-02,1.619888239385839646e-01
2.506399999999999947e-02,1.629887549505505129e-01
2.506399999999999947e-02,1.639886859625170890e-01
2.506399999999999947e-02,1.649886169744836650e-01
2.506399999999999947e-02,1.659885479864502134e-01
2.506399999999999947e-02,1.669884789984167894e-01
2.506399999999999947e-02,1.679884100103833655e-01
2.507300000000000154e-02,1.689883410223499138e-01
2.507300000000000154e-02,1.699882720343164899e-01
2.507300000000000154e-02,1.709882030462830660e-01
2.507300000000000154e-02,1.719881340582496421e-01
2.507300000000000154e-02,1.729880650702161904e-01
2.507399999999999907e-02,1.739879960821827665e-01
2.507399999999999907e-02,1.749879270941493425e-01
2.507399999999999907e-02,1.759878581061158909e-01
2.507399999999999907e-02,1.769877891180824669e-01
